dataset,model_arch,starting_modality,new_modality,lr,weight_decay,epochs,mask_ratio,modality_dropout,labeled_frequency,labeled_start_fraction,trainable_params,active_losses,use_mask_token,protect_lrm,warmup_epochs,intermediate_projector_type,tz_fusion_time,metric_name,teacher_test_metric,best_transfer,best_peeking,best_addition,best_ens_addition,val_at_best_transfer,val_at_best_peeking,val_at_best_addition,val_at_best_ens_addition,stage0_checkpoint,shote2e_checkpoint
benv2,evan_base,s2,s1,0.000192,0.00353,60,0.322,0.283,0.296,0.5,201294374,latent+prefusion+distill+ce,False,False,3,cross,10,mAP,61.27,45.71,62.03,61.87,60.40,34.15,66.66,63.13,47.73,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260418_112953.pt,
benv2,evan_base,s2,s1,0.000192,0.00353,60,0.322,0.283,0.296,0.5,208383782,latent+prefusion+distill+ce,False,False,3,cross,11,mAP,61.27,46.29,63.27,63.82,64.30,34.68,66.62,64.42,49.28,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260418_112953.pt,
benv2,evan_base,s2,s1,0.000229,0.000788,60,0.467,0.356,0.433,0.5,215473190,latent+prefusion+distill+ce,False,False,3,cross,12,mAP,61.27,45.72,63.68,61.93,62.44,34.60,66.79,57.16,45.88,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260418_112953.pt,
benv2,evan_base,s2,s1,0.000192,0.00353,60,0.322,0.283,0.296,0.5,215473190,latent+prefusion+distill+ce,False,False,3,cross,12,mAP,61.27,45.34,63.46,62.19,61.08,35.56,66.74,55.78,45.25,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260418_112953.pt,
benv2,evan_base,s2,s1,0.000192,0.00353,60,0.322,0.283,0.296,0.5,215473190,latent+prefusion+distill+ce,False,False,3,cross,12,mAP,61.27,45.87,62.23,62.20,61.25,34.70,66.54,54.72,43.51,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260418_112953.pt,
7iujk876,delulu-may6,benv2,s1,s2,49.24,0.0004919525946897,,0.0002987654348049,64,0.3,0.4943255892768998,0.3739336769398811,0.1141659173783924,0.0,0.5,False,True,True,0.1003649288975272,0.9867093196115908,0.5724958342782179,0.6071421425812242,130401830,latent+prefusion+distill+ce,,67.05,52.16,54.20,50.60,77.65,53.07,72.35,53.85,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
wubnzso7,delulu-may6,benv2,s1,s2,49.24,0.0004919525946897,,0.0002987654348049,64,0.3,0.4943255892768998,0.3739336769398811,0.1141659173783924,0.0,0.5,False,True,True,0.1003649288975272,0.9867093196115908,0.5724958342782179,0.6071421425812242,137491238,latent+prefusion+distill+ce,,66.00,51.23,53.07,49.10,77.00,51.17,71.18,52.47,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
ikr2jzsn,delulu-may6,benv2,s1,s2,49.23,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,123312422,latent+prefusion+distill+ce,,60.65,51.97,55.11,50.68,78.35,50.98,68.45,54.13,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
kbfkhzs5,delulu-may6,benv2,s1,s2,49.23,0.0004919525946897,,0.0002987654348049,64,0.3,0.4943255892768998,0.3739336769398811,0.1141659173783924,0.0,0.5,False,True,True,0.1003649288975272,0.9867093196115908,0.5724958342782179,0.6071421425812242,151670054,latent+prefusion+distill+ce,,66.35,51.89,52.01,48.82,77.85,51.30,72.10,52.70,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
7ngmr61m,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,130401830,latent+prefusion+distill+ce,,58.25,50.58,54.12,50.08,77.50,51.18,65.50,52.05,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
qb3xbipf,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,130401830,latent+prefusion+distill+ce,,64.20,51.74,54.02,50.87,77.15,51.07,69.78,54.21,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
xewiuvvb,delulu-may6,benv2,s1,s2,49.23,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,123312422,latent+prefusion+distill+ce,,62.85,51.61,55.17,50.83,77.90,52.09,69.45,53.98,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
25zelxga,delulu-may6,benv2,s1,s2,49.23,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,144580646,latent+prefusion+distill+ce,,63.30,49.04,53.33,49.54,79.00,50.58,70.03,52.16,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
172195pv,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,137491238,latent+prefusion+distill+ce,,63.85,50.85,54.09,50.09,78.50,50.58,69.55,53.38,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
phms0ijv,delulu-may6,benv2,s1,s2,49.23,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,151670054,latent+prefusion+distill+ce,,52.95,40.87,53.46,50.63,79.95,50.59,65.58,49.78,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
m2gkx55e,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,158759462,latent+prefusion+distill+ce,,62.35,50.27,53.22,49.81,82.45,50.29,72.40,52.54,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
